Kudos Date,Kudos Type,Parent ID
"25 Dec 2018, 09:03:34",Activity,2034263593
"25 Dec 2018, 09:03:35",Activity,2034263529
"25 Dec 2018, 09:03:37",Activity,2034263712
"25 Dec 2018, 09:03:40",Activity,2033490790
"25 Dec 2018, 09:03:44",Activity,2031384163
"25 Dec 2018, 21:54:09",Activity,2035319071
"25 Dec 2018, 22:24:44",Activity,2035101289
"25 Dec 2018, 22:24:46",Activity,2035101243
"27 Dec 2018, 15:19:05",Activity,2038240852
"30 Dec 2018, 17:12:05",Activity,2044812393
"30 Dec 2018, 20:41:56",Activity,2044459456
"30 Dec 2018, 20:42:00",Activity,2044254290
"30 Dec 2018, 23:51:25",Activity,2045415599
"31 Dec 2018, 11:50:07",Activity,2046163402
"31 Dec 2018, 12:53:03",Activity,2046222780
"1 Jan 2019, 20:50:28",Activity,2048483004
"4 Jan 2019, 11:08:01",Activity,2050575747
"6 Jan 2019, 11:31:27",Activity,2059279099
"6 Jan 2019, 13:18:41",Activity,2059295975
"6 Jan 2019, 13:18:46",Activity,2059129707
"6 Jan 2019, 21:13:26",Activity,2060799019
"6 Jan 2019, 21:13:41",Activity,2059683215
"6 Jan 2019, 21:27:51",Activity,2060692040
"6 Jan 2019, 21:29:16",Activity,2057512529
"6 Jan 2019, 21:29:18",Activity,2055452246
"6 Jan 2019, 21:29:23",Activity,2057368138
"6 Jan 2019, 21:29:24",Activity,2057361039
"7 Jan 2019, 10:20:54",Activity,2061483860
"8 Jan 2019, 05:34:43",Activity,2062426325
"8 Jan 2019, 09:26:51",Activity,2063702194
"8 Jan 2019, 18:07:08",Activity,2064650585
"9 Jan 2019, 23:00:49",Activity,2066938776
"9 Jan 2019, 23:01:00",Activity,2067635918
"10 Jan 2019, 15:49:20",Activity,2068261929
"11 Jan 2019, 08:42:47",Activity,2070459688
"11 Jan 2019, 08:54:10",Activity,2070518246
"11 Jan 2019, 11:48:38",Activity,2070547056
"11 Jan 2019, 17:14:40",Activity,2071310583
"11 Jan 2019, 19:21:21",Activity,2071500345
"11 Jan 2019, 19:21:21",Activity,2071368719
"11 Jan 2019, 19:21:25",Activity,2071360409
"11 Jan 2019, 20:38:58",Activity,2071593515
"12 Jan 2019, 13:32:25",Activity,2072991072
"14 Jan 2019, 08:30:09",Activity,2075988845
"14 Jan 2019, 08:30:33",Activity,2076919244
"14 Jan 2019, 08:30:35",Activity,2076116899
"14 Jan 2019, 08:30:37",Activity,2075037227
"14 Jan 2019, 08:30:42",Activity,2076661104
"14 Jan 2019, 09:51:11",Activity,2077612197
"14 Jan 2019, 19:12:17",Activity,2078520306
"15 Jan 2019, 08:56:12",Activity,2079703635
"15 Jan 2019, 10:21:54",Activity,2079727192
"15 Jan 2019, 16:08:10",Activity,2080229289
"15 Jan 2019, 16:08:10",Activity,2080216435
"15 Jan 2019, 17:57:44",Activity,2080425903
"15 Jan 2019, 20:25:11",Activity,2080688341
"15 Jan 2019, 20:25:31",Activity,2079818256
"16 Jan 2019, 11:09:16",Activity,2082126299
"16 Jan 2019, 18:54:45",Activity,2083131083
"16 Jan 2019, 21:16:30",Activity,2083463246
"16 Jan 2019, 21:17:24",Activity,2082831266
"16 Jan 2019, 21:17:45",Activity,2083507691
"19 Jan 2019, 16:34:43",Activity,2089232771
"19 Jan 2019, 16:34:51",Activity,2089409477
"19 Jan 2019, 16:34:52",Activity,2089239154
"20 Jan 2019, 21:16:26",Activity,2092441792
"23 Jan 2019, 16:45:05",Activity,2096701940
"23 Jan 2019, 16:45:07",Activity,2096689848
"23 Jan 2019, 16:45:09",Activity,2098342844
"25 Jan 2019, 07:18:00",Activity,2098413326
"25 Jan 2019, 07:18:03",Activity,2100377958
"25 Jan 2019, 07:18:07",Activity,2100371383
"26 Jan 2019, 09:17:51",Activity,2102728439
"26 Jan 2019, 15:12:22",Activity,2104406961
"26 Jan 2019, 15:12:25",Activity,2103741172
"26 Jan 2019, 15:12:26",Activity,2104546946
"26 Jan 2019, 15:12:30",Activity,2103905050
"28 Jan 2019, 11:52:34",Activity,2106716552
"28 Jan 2019, 11:52:38",Activity,2107532184
"28 Jan 2019, 11:52:52",Activity,2106604897
